yes-answer,time,distance,intensity,difference
0,1.234,0,10,-1.0
0,1.133,0,10,-1.0
0,1.154,0,10,-1.0
0,1.317,0,10,-1.0
0,1.628,0,10,-1.0
0,1.212,0,10,-1.0
0,1.954,0,10,-1.0
0,1.3230000000000002,0,10,-1.0
0,1.047,0,10,-1.0
0,1.453,0,10,-1.0
0,2.081,0,10,-0.775
0,1.07,0,10,-0.775
0,1.4509999999999998,0,10,-0.775
0,1.101,0,10,-0.775
0,1.329,0,10,-0.775
0,1.101,0,10,-0.775
0,1.048,0,10,-0.775
1,1.431,0,10,-0.775
1,1.162,0,10,-0.775
0,6.119,0,10,-0.775
1,1.081,0,10,-0.55
0,1.087,0,10,-0.55
0,1.6880000000000002,0,10,-0.55
0,1.3230000000000002,0,10,-0.55
0,1.394,0,10,-0.55
0,1.325,0,10,-0.55
0,1.3969999999999998,0,10,-0.55
0,2.403,0,10,-0.55
0,2.709,0,10,-0.55
0,1.675,0,10,-0.55
0,2.929,0,10,-0.3250000000000001
0,1.6869999999999998,0,10,-0.3250000000000001
1,2.309,0,10,-0.3250000000000001
1,2.017,0,10,-0.3250000000000001
0,2.079,0,10,-0.3250000000000001
1,2.8510000000000004,0,10,-0.3250000000000001
0,1.651,0,10,-0.3250000000000001
0,1.151,0,10,-0.3250000000000001
0,1.369,0,10,-0.3250000000000001
0,1.611,0,10,-0.3250000000000001
0,1.131,0,10,-0.10000000000000007
0,1.4880000000000002,0,10,-0.10000000000000007
0,1.504,0,10,-0.10000000000000007
1,1.4369999999999998,0,10,-0.10000000000000007
1,1.147,0,10,-0.10000000000000007
0,1.3869999999999998,0,10,-0.10000000000000007
1,1.255,0,10,-0.10000000000000007
1,0.996,0,10,-0.10000000000000007
0,1.252,0,10,-0.10000000000000007
0,2.063,0,10,-0.10000000000000007
1,2.124,0,10,0.1
1,4.842,0,10,0.1
1,2.902,0,10,0.1
1,1.525,0,10,0.1
1,1.402,0,10,0.1
1,1.843,0,10,0.1
0,1.7,0,10,0.1
1,1.212,0,10,0.1
0,0.941,0,10,0.1
1,1.163,0,10,0.1
1,1.607,0,10,0.325
0,1.672,0,10,0.325
1,2.832,0,10,0.325
1,2.945,0,10,0.325
1,1.764,0,10,0.325
0,1.6269999999999998,0,10,0.325
0,2.917,0,10,0.325
1,1.376,0,10,0.325
0,1.3259999999999998,0,10,0.325
1,1.665,0,10,0.325
