yes-answer,time,intensity,distance,Difference
0,1.195,50,9,-2.0
0,1.0959999999999999,50,9,-2.0
0,1.3259999999999998,50,9,-2.0
0,1.32,50,9,-2.0
0,1.319,50,9,-2.0
0,1.094,50,9,-2.0
0,1.385,50,9,-2.0
0,1.433,50,9,-2.0
0,1.411,50,9,-2.0
0,1.107,50,9,-2.0
0,1.2109999999999999,50,9,-1.525
0,1.29,50,9,-1.525
0,1.972,50,9,-1.525
0,1.423,50,9,-1.525
0,0.107,50,9,-1.525
0,1.619,50,9,-1.525
0,1.825,50,9,-1.525
0,1.129,50,9,-1.525
0,1.4480000000000002,50,9,-1.525
0,1.349,50,9,-1.525
0,1.3219999999999998,50,9,-1.05
0,1.56,50,9,-1.05
0,1.268,50,9,-1.05
0,1.635,50,9,-1.05
0,1.311,50,9,-1.05
0,1.176,50,9,-1.05
0,1.4980000000000002,50,9,-1.05
0,1.82,50,9,-1.05
0,1.672,50,9,-1.05
0,1.537,50,9,-1.05
0,1.7480000000000002,50,9,-0.5750000000000002
0,1.577,50,9,-0.5750000000000002
0,1.2919999999999998,50,9,-0.5750000000000002
0,1.715,50,9,-0.5750000000000002
0,2.309,50,9,-0.5750000000000002
0,1.182,50,9,-0.5750000000000002
0,2.051,50,9,-0.5750000000000002
0,1.2409999999999999,50,9,-0.5750000000000002
0,1.444,50,9,-0.5750000000000002
0,1.23,50,9,-0.5750000000000002
0,1.75,50,9,-0.10000000000000007
1,8.079,50,9,-0.10000000000000007
0,1.508,50,9,-0.10000000000000007
1,1.9,50,9,-0.10000000000000007
0,1.178,50,9,-0.10000000000000007
0,1.074,50,9,-0.10000000000000007
1,1.9880000000000002,50,9,-0.10000000000000007
1,1.3769999999999998,50,9,-0.10000000000000007
0,1.516,50,9,-0.10000000000000007
1,2.001,50,9,-0.10000000000000007
0,1.528,50,9,0.1
0,1.575,50,9,0.1
1,1.149,50,9,0.1
0,1.375,50,9,0.1
0,1.207,50,9,0.1
1,1.6869999999999998,50,9,0.1
0,1.536,50,9,0.1
1,1.787,50,9,0.1
0,1.364,50,9,0.1
1,2.299,50,9,0.1
1,1.716,50,9,0.575
