yes-answer,time,intensity,distance,Difference
0,0.9359999999999999,50,9,-2.0
0,0.758,50,9,-2.0
0,0.823,50,9,-2.0
0,0.912,50,9,-2.0
0,1.0190000000000001,50,9,-2.0
0,0.71,50,9,-2.0
0,0.943,50,9,-2.0
0,1.097,50,9,-2.0
0,1.051,50,9,-2.0
0,1.114,50,9,-2.0
0,0.884,50,9,-1.525
0,0.988,50,9,-1.525
0,1.062,50,9,-1.525
0,1.217,50,9,-1.525
0,1.653,50,9,-1.525
0,1.169,50,9,-1.525
0,0.965,50,9,-1.525
0,0.755,50,9,-1.525
0,0.92,50,9,-1.525
0,0.777,50,9,-1.525
0,1.319,50,9,-1.05
0,1.088,50,9,-1.05
0,0.996,50,9,-1.05
0,0.893,50,9,-1.05
0,1.034,50,9,-1.05
0,0.914,50,9,-1.05
0,1.014,50,9,-1.05
0,1.05,50,9,-1.05
0,0.9670000000000001,50,9,-1.05
1,0.7140000000000001,50,9,-1.05
0,2.7460000000000004,50,9,-0.5750000000000002
0,1.2009999999999998,50,9,-0.5750000000000002
0,31.695,50,9,-0.5750000000000002
0,1.255,50,9,-0.5750000000000002
0,1.043,50,9,-0.5750000000000002
0,1.286,50,9,-0.5750000000000002
0,0.925,50,9,-0.5750000000000002
0,1.087,50,9,-0.5750000000000002
0,0.826,50,9,-0.5750000000000002
0,1.1179999999999999,50,9,-0.5750000000000002
0,1.141,50,9,-0.10000000000000007
1,0.826,50,9,-0.10000000000000007
0,1.186,50,9,-0.10000000000000007
0,1.099,50,9,-0.10000000000000007
1,1.004,50,9,-0.10000000000000007
0,1.56,50,9,-0.10000000000000007
0,1.146,50,9,-0.10000000000000007
1,0.789,50,9,-0.10000000000000007
0,0.937,50,9,-0.10000000000000007
1,0.915,50,9,-0.10000000000000007
0,1.022,50,9,0.1
1,1.6269999999999998,50,9,0.1
1,0.978,50,9,0.1
1,1.571,50,9,0.1
0,1.827,50,9,0.1
0,1.516,50,9,0.1
1,2.9,50,9,0.1
0,1.564,50,9,0.1
0,1.511,50,9,0.1
1,1.4169999999999998,50,9,0.1
1,1.5919999999999999,50,9,0.575
0,2.597,50,9,0.575
1,1.645,50,9,0.575
1,1.575,50,9,0.575
1,1.578,50,9,0.575
1,2.299,50,9,0.575
1,1.41,50,9,0.575
1,1.504,50,9,0.575
1,1.287,50,9,0.575
1,1.249,50,9,0.575
1,1.91,50,9,1.05
1,1.2770000000000001,50,9,1.05
1,1.4669999999999999,50,9,1.05
1,1.258,50,9,1.05
1,1.406,50,9,1.05
0,0.937,50,9,1.05
1,0.7340000000000001,50,9,1.05
1,0.826,50,9,1.05
1,0.973,50,9,1.05
1,0.988,50,9,1.05
1,1.311,50,9,1.525
1,1.133,50,9,1.525
1,1.013,50,9,1.525
1,1.396,50,9,1.525
1,0.953,50,9,1.525
1,0.89,50,9,1.525
1,1.298,50,9,1.525
1,0.9520000000000001,50,9,1.525
1,0.784,50,9,1.525
1,0.715,50,9,1.525
1,1.071,50,9,2.0
1,1.135,50,9,2.0
1,1.075,50,9,2.0
1,0.884,50,9,2.0
1,1.078,50,9,2.0
1,0.7709999999999999,50,9,2.0
1,1.125,50,9,2.0
1,1.043,50,9,2.0
1,2.164,50,9,2.0
1,0.7829999999999999,50,9,2.0
0,1.557,50,93,-5.0
0,1.052,50,93,-5.0
0,1.179,50,93,-5.0
0,1.79,50,93,-5.0
0,1.0590000000000002,50,93,-5.0
0,0.899,50,93,-5.0
0,0.879,50,93,-5.0
0,1.2790000000000001,50,93,-5.0
0,1.436,50,93,-5.0
0,1.041,50,93,-5.0
0,1.41,50,93,-3.875
0,1.631,50,93,-3.875
0,1.26,50,93,-3.875
0,1.215,50,93,-3.875
0,0.914,50,93,-3.875
0,1.021,50,93,-3.875
0,0.688,50,93,-3.875
0,1.055,50,93,-3.875
0,0.922,50,93,-3.875
0,1.1320000000000001,50,93,-3.875
0,1.514,50,93,-2.75
0,1.143,50,93,-2.75
0,1.05,50,93,-2.75
0,1.2229999999999999,50,93,-2.75
0,1.238,50,93,-2.75
0,1.939,50,93,-2.75
0,1.272,50,93,-2.75
0,1.011,50,93,-2.75
0,0.9670000000000001,50,93,-2.75
0,1.247,50,93,-2.75
0,2.434,50,93,-1.625
0,1.172,50,93,-1.625
0,3.345,50,93,-1.625
0,1.766,50,93,-1.625
0,2.154,50,93,-1.625
0,1.345,50,93,-1.625
1,1.412,50,93,-1.625
0,1.28,50,93,-1.625
0,1.305,50,93,-1.625
0,1.351,50,93,-1.625
0,3.713,50,93,-0.5
0,1.3530000000000002,50,93,-0.5
0,1.775,50,93,-0.5
0,0.961,50,93,-0.5
1,2.188,50,93,-0.5
0,1.6369999999999998,50,93,-0.5
0,1.205,50,93,-0.5
1,1.5390000000000001,50,93,-0.5
0,1.569,50,93,-0.5
0,1.005,50,93,-0.5
0,2.5469999999999997,50,93,0.5
1,2.0469999999999997,50,93,0.5
1,3.3080000000000003,50,93,0.5
1,2.2230000000000003,50,93,0.5
1,1.328,50,93,0.5
1,7.5829999999999975,50,93,0.5
1,0.991,50,93,0.5
1,1.859,50,93,0.5
1,1.318,50,93,0.5
1,1.216,50,93,0.5
1,2.403,50,93,1.625
1,2.2319999999999998,50,93,1.625
1,2.903,50,93,1.625
1,1.614,50,93,1.625
1,2.529,50,93,1.625
1,1.649,50,93,1.625
1,1.02,50,93,1.625
1,1.757,50,93,1.625
1,1.7519999999999998,50,93,1.625
1,1.26,50,93,1.625
1,2.6189999999999998,50,93,2.75
1,2.947,50,93,2.75
1,2.187,50,93,2.75
1,3.7030000000000003,50,93,2.75
1,1.251,50,93,2.75
1,1.107,50,93,2.75
0,2.164,50,93,2.75
1,1.4709999999999999,50,93,2.75
1,1.02,50,93,2.75
1,1.608,50,93,2.75
1,1.137,50,93,3.875
1,1.646,50,93,3.875
1,1.771,50,93,3.875
1,1.199,50,93,3.875
1,1.868,50,93,3.875
1,1.073,50,93,3.875
1,1.131,50,93,3.875
1,1.3159999999999998,50,93,3.875
1,0.915,50,93,3.875
0,0.836,50,93,3.875
1,1.436,50,93,5.0
1,1.2109999999999999,50,93,5.0
1,1.666,50,93,5.0
1,0.903,50,93,5.0
1,1.432,50,93,5.0
1,1.001,50,93,5.0
1,0.7,50,93,5.0
1,1.133,50,93,5.0
1,0.995,50,93,5.0
1,1.114,50,93,5.0
0,1.5319999999999998,50,177,-7.0
0,0.8690000000000001,50,177,-7.0
0,1.0270000000000001,50,177,-7.0
0,1.3130000000000002,50,177,-7.0
0,1.339,50,177,-7.0
0,1.0390000000000001,50,177,-7.0
0,1.101,50,177,-7.0
0,0.861,50,177,-7.0
0,1.3619999999999999,50,177,-7.0
0,1.484,50,177,-7.0
0,1.646,50,177,-5.375
0,0.8079999999999999,50,177,-5.375
0,5.846,50,177,-5.375
