yes-answer,time,intensity,distance,Difference
0,1.493,50,9,-2.0
0,22.927,50,9,-2.0
0,0.835,50,9,-2.0
0,198.38099999999997,50,9,-2.0
0,1.742,50,9,-2.0
0,0.8420000000000001,50,9,-2.0
0,1.3769999999999998,50,9,-2.0
0,0.93,50,9,-2.0
0,1.121,50,9,-2.0
0,0.899,50,9,-2.0
0,8.23,50,9,-1.525
0,0.833,50,9,-1.525
0,1.003,50,9,-1.525
0,1.17,50,9,-1.525
0,0.7909999999999999,50,9,-1.525
0,0.898,50,9,-1.525
0,0.914,50,9,-1.525
0,0.9259999999999999,50,9,-1.525
0,1.181,50,9,-1.525
0,1.119,50,9,-1.525
0,0.9359999999999999,50,9,-1.05
0,1.018,50,9,-1.05
0,1.3719999999999999,50,9,-1.05
0,0.87,50,9,-1.05
0,1.016,50,9,-1.05
0,0.7190000000000001,50,9,-1.05
0,0.9590000000000001,50,9,-1.05
0,1.331,50,9,-1.05
0,0.978,50,9,-1.05
0,0.985,50,9,-1.05
0,1.145,50,9,-0.5750000000000002
0,0.9740000000000001,50,9,-0.5750000000000002
0,0.987,50,9,-0.5750000000000002
0,0.9490000000000001,50,9,-0.5750000000000002
0,5.97,50,9,-0.5750000000000002
0,27.802,50,9,-0.5750000000000002
0,1.46,50,9,-0.5750000000000002
0,0.7759999999999999,50,9,-0.5750000000000002
0,0.9359999999999999,50,9,-0.5750000000000002
0,1.21,50,9,-0.5750000000000002
0,1.954,50,9,-0.10000000000000007
0,1.608,50,9,-0.10000000000000007
1,1.136,50,9,-0.10000000000000007
0,1.3980000000000001,50,9,-0.10000000000000007
0,1.12,50,9,-0.10000000000000007
0,1.273,50,9,-0.10000000000000007
0,2.404,50,9,-0.10000000000000007
1,0.935,50,9,-0.10000000000000007
0,1.676,50,9,-0.10000000000000007
0,1.8119999999999998,50,9,-0.10000000000000007
0,3.9330000000000003,50,9,0.1
0,1.137,50,9,0.1
1,1.185,50,9,0.1
1,1.6130000000000002,50,9,0.1
1,1.608,50,9,0.1
1,3.185,50,9,0.1
1,2.4530000000000003,50,9,0.1
0,1.89,50,9,0.1
0,1.3319999999999999,50,9,0.1
1,2.001,50,9,0.1
1,1.58,50,9,0.575
1,1.86,50,9,0.575
1,1.232,50,9,0.575
1,1.6219999999999999,50,9,0.575
1,1.7469999999999999,50,9,0.575
1,1.271,50,9,0.575
1,1.013,50,9,0.575
1,2.282,50,9,0.575
1,2.804,50,9,0.575
1,1.307,50,9,0.575
1,1.237,50,9,1.05
1,1.104,50,9,1.05
1,11.200999999999999,50,9,1.05
1,0.998,50,9,1.05
1,1.557,50,9,1.05
1,0.992,50,9,1.05
1,2.123,50,9,1.05
1,1.032,50,9,1.05
1,1.7309999999999999,50,9,1.05
1,0.815,50,9,1.05
1,1.52,50,9,1.525
1,1.271,50,9,1.525
1,0.782,50,9,1.525
1,1.624,50,9,1.525
1,1.182,50,9,1.525
1,1.035,50,9,1.525
1,1.683,50,9,1.525
1,1.163,50,9,1.525
1,1.042,50,9,1.525
1,1.095,50,9,1.525
1,1.146,50,9,2.0
