yes-answer,time,intensity,distance,Difference
0,1.055,50,9,-2.0
0,1.119,50,9,-2.0
0,0.862,50,9,-2.0
0,0.758,50,9,-2.0
0,0.8690000000000001,50,9,-2.0
1,0.092,50,9,-2.0
0,0.8759999999999999,50,9,-2.0
0,0.8859999999999999,50,9,-2.0
0,1.216,50,9,-2.0
0,0.9570000000000001,50,9,-2.0
0,1.117,50,9,-1.525
0,0.055999999999999994,50,9,-1.525
1,0.098,50,9,-1.525
0,0.092,50,9,-1.525
0,0.775,50,9,-1.525
1,0.075,50,9,-1.525
0,3.332,50,9,-1.525
0,1.569,50,9,-1.525
0,0.941,50,9,-1.525
0,0.875,50,9,-1.525
0,1.1740000000000002,50,9,-1.05
0,0.787,50,9,-1.05
0,1.0759999999999998,50,9,-1.05
1,0.11199999999999999,50,9,-1.05
0,0.214,50,9,-1.05
0,0.052000000000000005,50,9,-1.05
0,1.535,50,9,-1.05
0,0.073,50,9,-1.05
0,17.065,50,9,-1.05
0,1.013,50,9,-1.05
0,1.9980000000000002,50,9,-0.5750000000000002
0,1.561,50,9,-0.5750000000000002
1,1.2890000000000001,50,9,-0.5750000000000002
0,1.08,50,9,-0.5750000000000002
0,1.611,50,9,-0.5750000000000002
0,1.183,50,9,-0.5750000000000002
0,1.196,50,9,-0.5750000000000002
0,0.149,50,9,-0.5750000000000002
1,0.077,50,9,-0.5750000000000002
0,0.213,50,9,-0.5750000000000002
0,1.324,50,9,-0.10000000000000007
0,1.024,50,9,-0.10000000000000007
1,1.197,50,9,-0.10000000000000007
0,1.0070000000000001,50,9,-0.10000000000000007
0,0.085,50,9,-0.10000000000000007
1,1.4680000000000002,50,9,-0.10000000000000007
1,0.8590000000000001,50,9,-0.10000000000000007
1,1.527,50,9,-0.10000000000000007
0,0.9740000000000001,50,9,-0.10000000000000007
0,2.237,50,9,-0.10000000000000007
1,0.07400000000000001,50,9,0.1
0,0.062,50,9,0.1
0,0.076,50,9,0.1
0,0.055,50,9,0.1
1,1.258,50,9,0.1
1,0.066,50,9,0.1
1,1.642,50,9,0.1
0,1.45,50,9,0.1
1,0.071,50,9,0.1
1,0.052000000000000005,50,9,0.1
1,3.4130000000000003,50,9,0.575
1,1.291,50,9,0.575
0,0.051,50,9,0.575
1,2.276,50,9,0.575
1,18.326,50,9,0.575
0,0.068,50,9,0.575
0,0.053,50,9,0.575
0,0.067,50,9,0.575
1,1.254,50,9,0.575
1,4.7589999999999995,50,9,0.575
0,0.078,50,9,1.05
1,0.068,50,9,1.05
0,0.061,50,9,1.05
1,0.085,50,9,1.05
1,1.189,50,9,1.05
1,0.076,50,9,1.05
1,0.091,50,9,1.05
1,0.8290000000000001,50,9,1.05
0,0.078,50,9,1.05
1,0.085,50,9,1.05
0,0.076,50,9,1.525
1,0.151,50,9,1.525
0,0.182,50,9,1.525
0,0.06,50,9,1.525
1,1.077,50,9,1.525
0,0.062,50,9,1.525
1,0.068,50,9,1.525
0,0.083,50,9,1.525
0,0.069,50,9,1.525
0,0.059000000000000004,50,9,1.525
1,0.076,50,9,2.0
1,0.04,50,9,2.0
1,1.104,50,9,2.0
1,0.06,50,9,2.0
1,0.08900000000000001,50,9,2.0
1,0.068,50,9,2.0
1,1.3980000000000001,50,9,2.0
