yes-answer,time,intensity,distance,Difference
0,1.26,50,9,-2.0
0,1.094,50,9,-2.0
1,0.111,50,9,-2.0
0,1.827,50,9,-2.0
1,0.402,50,9,-2.0
0,1.11,50,9,-2.0
0,1.368,50,9,-2.0
0,0.858,50,9,-2.0
0,1.235,50,9,-2.0
0,0.998,50,9,-2.0
0,0.299,50,9,-1.525
0,1.521,50,9,-1.525
0,0.787,50,9,-1.525
0,0.40299999999999997,50,9,-1.525
0,0.11699999999999999,50,9,-1.525
0,1.103,50,9,-1.525
1,1.05,50,9,-1.525
0,0.857,50,9,-1.525
0,0.8809999999999999,50,9,-1.525
1,0.6920000000000001,50,9,-1.525
0,1.3619999999999999,50,9,-1.05
0,1.179,50,9,-1.05
0,1.37,50,9,-1.05
0,1.006,50,9,-1.05
0,1.214,50,9,-1.05
0,0.52,50,9,-1.05
0,1.245,50,9,-1.05
0,1.236,50,9,-1.05
1,0.948,50,9,-1.05
0,1.023,50,9,-1.05
1,1.097,50,9,-0.5750000000000002
0,1.177,50,9,-0.5750000000000002
0,1.317,50,9,-0.5750000000000002
0,1.052,50,9,-0.5750000000000002
0,1.122,50,9,-0.5750000000000002
1,0.518,50,9,-0.5750000000000002
0,0.086,50,9,-0.5750000000000002
1,0.765,50,9,-0.5750000000000002
1,0.11699999999999999,50,9,-0.5750000000000002
1,1.054,50,9,-0.5750000000000002
0,1.219,50,9,-0.10000000000000007
0,1.253,50,9,-0.10000000000000007
0,0.976,50,9,-0.10000000000000007
1,1.3119999999999998,50,9,-0.10000000000000007
0,1.006,50,9,-0.10000000000000007
1,1.071,50,9,-0.10000000000000007
0,1.5590000000000002,50,9,-0.10000000000000007
1,1.3619999999999999,50,9,-0.10000000000000007
1,0.37,50,9,-0.10000000000000007
0,0.102,50,9,-0.10000000000000007
1,0.97,50,9,0.1
0,1.121,50,9,0.1
1,1.1640000000000001,50,9,0.1
1,1.751,50,9,0.1
1,1.557,50,9,0.1
1,0.877,50,9,0.1
0,0.239,50,9,0.1
1,0.254,50,9,0.1
0,0.293,50,9,0.1
0,0.114,50,9,0.1
1,1.158,50,9,0.575
1,1.386,50,9,0.575
0,1.4369999999999998,50,9,0.575
1,1.4409999999999998,50,9,0.575
0,1.15,50,9,0.575
1,0.304,50,9,0.575
0,1.135,50,9,0.575
0,0.308,50,9,0.575
1,0.59,50,9,0.575
0,0.992,50,9,0.575
1,1.041,50,9,1.05
1,1.314,50,9,1.05
1,1.584,50,9,1.05
1,1.7080000000000002,50,9,1.05
1,1.081,50,9,1.05
0,0.258,50,9,1.05
0,0.35700000000000004,50,9,1.05
1,0.322,50,9,1.05
1,0.23,50,9,1.05
1,0.31,50,9,1.05
1,0.9740000000000001,50,9,1.525
1,1.416,50,9,1.525
1,0.955,50,9,1.525
1,0.11900000000000001,50,9,1.525
1,0.294,50,9,1.525
1,0.285,50,9,1.525
1,0.32899999999999996,50,9,1.525
0,0.392,50,9,1.525
1,1.2309999999999999,50,9,1.525
1,0.312,50,9,1.525
1,1.29,50,9,2.0
1,1.268,50,9,2.0
0,0.28,50,9,2.0
0,1.005,50,9,2.0
0,0.41200000000000003,50,9,2.0
1,0.389,50,9,2.0
1,0.402,50,9,2.0
0,0.41700000000000004,50,9,2.0
1,1.09,50,9,2.0
0,0.24600000000000002,50,9,2.0
0,1.136,50,93,-5.0
0,1.5,50,93,-5.0
0,2.2880000000000003,50,93,-5.0
0,1.2229999999999999,50,93,-5.0
0,1.036,50,93,-5.0
0,2.767,50,93,-5.0
1,0.85,50,93,-5.0
0,1.4580000000000002,50,93,-5.0
0,0.142,50,93,-5.0
1,0.10300000000000001,50,93,-5.0
0,1.899,50,93,-3.875
0,1.047,50,93,-3.875
0,1.133,50,93,-3.875
0,1.092,50,93,-3.875
0,0.249,50,93,-3.875
0,1.266,50,93,-3.875
0,2.029,50,93,-3.875
0,1.751,50,93,-3.875
0,0.89,50,93,-3.875
0,2.235,50,93,-3.875
0,2.33,50,93,-2.75
0,2.283,50,93,-2.75
0,1.4409999999999998,50,93,-2.75
0,1.4340000000000002,50,93,-2.75
0,0.551,50,93,-2.75
0,1.073,50,93,-2.75
0,2.574,50,93,-2.75
0,1.045,50,93,-2.75
0,0.9159999999999999,50,93,-2.75
0,1.3530000000000002,50,93,-2.75
1,1.122,50,93,-1.625
1,1.185,50,93,-1.625
1,1.237,50,93,-1.625
0,1.28,50,93,-1.625
1,1.034,50,93,-1.625
1,1.561,50,93,-1.625
0,1.692,50,93,-1.625
1,0.121,50,93,-1.625
0,0.14400000000000002,50,93,-1.625
1,2.05,50,93,-1.625
0,1.324,50,93,-0.5
1,0.22699999999999998,50,93,-0.5
0,1.053,50,93,-0.5
1,1.607,50,93,-0.5
1,0.272,50,93,-0.5
1,0.094,50,93,-0.5
1,1.167,50,93,-0.5
1,1.095,50,93,-0.5
0,1.308,50,93,-0.5
0,0.836,50,93,-0.5
0,1.636,50,93,0.5
1,1.7730000000000001,50,93,0.5
0,1.952,50,93,0.5
0,0.6940000000000001,50,93,0.5
0,0.408,50,93,0.5
0,0.31,50,93,0.5
0,0.306,50,93,0.5
1,0.23800000000000002,50,93,0.5
1,0.24100000000000002,50,93,0.5
1,0.13699999999999998,50,93,0.5
1,1.702,50,93,1.625
1,2.092,50,93,1.625
1,1.318,50,93,1.625
0,1.3,50,93,1.625
0,0.447,50,93,1.625
0,1.3840000000000001,50,93,1.625
1,0.434,50,93,1.625
0,1.034,50,93,1.625
0,0.27699999999999997,50,93,1.625
1,0.251,50,93,1.625
0,1.6219999999999999,50,93,2.75
1,0.997,50,93,2.75
1,1.166,50,93,2.75
0,0.165,50,93,2.75
0,0.272,50,93,2.75
1,0.085,50,93,2.75
0,0.445,50,93,2.75
0,0.253,50,93,2.75
1,0.455,50,93,2.75
1,0.593,50,93,2.75
1,1.0190000000000001,50,93,3.875
1,2.194,50,93,3.875
1,1.505,50,93,3.875
1,1.631,50,93,3.875
1,1.331,50,93,3.875
0,0.094,50,93,3.875
1,0.509,50,93,3.875
1,0.39899999999999997,50,93,3.875
1,0.409,50,93,3.875
0,0.289,50,93,3.875
1,1.305,50,93,5.0
1,1.318,50,93,5.0
1,0.985,50,93,5.0
1,6.102,50,93,5.0
0,0.24600000000000002,50,93,5.0
1,1.035,50,93,5.0
1,0.321,50,93,5.0
1,0.28600000000000003,50,93,5.0
1,0.275,50,93,5.0
1,0.156,50,93,5.0
0,1.4809999999999999,50,177,-7.0
0,1.085,50,177,-7.0
0,1.972,50,177,-7.0
0,0.8540000000000001,50,177,-7.0
0,1.161,50,177,-7.0
0,1.632,50,177,-7.0
0,1.004,50,177,-7.0
1,0.42,50,177,-7.0
1,0.319,50,177,-7.0
0,1.344,50,177,-7.0
0,1.2590000000000001,50,177,-5.375
0,1.219,50,177,-5.375
0,1.29,50,177,-5.375
1,0.07200000000000001,50,177,-5.375
0,0.125,50,177,-5.375
0,1.01,50,177,-5.375
0,1.405,50,177,-5.375
0,0.08900000000000001,50,177,-5.375
0,0.937,50,177,-5.375
0,11.671,50,177,-5.375
0,1.604,50,177,-3.75
0,1.431,50,177,-3.75
0,1.5519999999999998,50,177,-3.75
1,1.317,50,177,-3.75
1,1.171,50,177,-3.75
0,1.3030000000000002,50,177,-3.75
0,1.682,50,177,-3.75
0,0.982,50,177,-3.75
1,1.044,50,177,-3.75
1,0.8390000000000001,50,177,-3.75
0,4.9319999999999995,50,177,-2.125
1,1.804,50,177,-2.125
1,1.524,50,177,-2.125
0,1.695,50,177,-2.125
1,3.218,50,177,-2.125
1,0.07,50,177,-2.125
