yes-answer,time,distance,intensity,difference
0,0.71,0,10,-3.0
0,0.196,0,10,-3.0
0,0.284,0,10,-3.0
0,1.35,0,10,-3.0
0,0.125,0,10,-3.0
1,0.964,0,10,-3.0
1,0.207,0,10,-3.0
0,0.097,0,10,-3.0
1,0.312,0,10,-3.0
1,0.805,0,10,-3.0
0,1.3730000000000002,0,10,-2.375
0,0.274,0,10,-2.375
1,0.247,0,10,-2.375
0,1.244,0,10,-2.375
0,0.091,0,10,-2.375
1,0.219,0,10,-2.375
0,0.308,0,10,-2.375
1,0.551,0,10,-2.375
1,0.133,0,10,-2.375
0,1.392,0,10,-2.375
0,183.507,0,10,-1.75
1,0.14400000000000002,0,10,-1.75
1,2.8110000000000004,0,10,-1.75
0,0.099,0,10,-1.75
1,0.124,0,10,-1.75
0,0.247,0,10,-1.75
1,0.757,0,10,-1.75
1,0.198,0,10,-1.75
0,1.145,0,10,-1.75
0,1.056,0,10,-1.75
0,0.895,0,10,-1.125
1,0.118,0,10,-1.125
1,0.28600000000000003,0,10,-1.125
1,1.5419999999999998,0,10,-1.125
0,0.484,0,10,-1.125
1,0.15,0,10,-1.125
1,0.092,0,10,-1.125
0,1.02,0,10,-1.125
0,0.8170000000000001,0,10,-1.125
0,0.266,0,10,-1.125
1,72.142,0,10,-0.5
0,2.271,0,10,-0.5
1,0.105,0,10,-0.5
1,0.979,0,10,-0.5
0,2.45,0,10,-0.5
1,0.116,0,10,-0.5
0,0.885,0,10,-0.5
0,0.363,0,10,-0.5
1,1.0759999999999998,0,10,-0.5
0,1.321,0,10,-0.5
1,1.679,0,10,0.5
1,1.6769999999999998,0,10,0.5
1,2.392,0,10,0.5
1,1.911,0,10,0.5
0,2.065,0,10,0.5
1,1.759,0,10,0.5
0,1.408,0,10,0.5
1,2.221,0,10,0.5
0,3.675,0,10,0.5
0,2.694,0,10,0.5
1,1.742,0,10,1.125
1,1.546,0,10,1.125
1,1.692,0,10,1.125
1,1.146,0,10,1.125
1,2.246,0,10,1.125
0,2.29,0,10,1.125
1,1.974,0,10,1.125
1,1.571,0,10,1.125
0,1.051,0,10,1.125
0,1.456,0,10,1.125
1,6.093,0,10,1.75
1,1.629,0,10,1.75
1,1.3869999999999998,0,10,1.75
1,0.984,0,10,1.75
1,1.493,0,10,1.75
1,1.176,0,10,1.75
1,1.195,0,10,1.75
1,1.7990000000000002,0,10,1.75
1,1.352,0,10,1.75
1,0.238,0,10,1.75
1,1.5630000000000002,0,10,2.375
0,1.109,0,10,2.375
1,1.523,0,10,2.375
1,1.391,0,10,2.375
1,1.35,0,10,2.375
1,1.399,0,10,2.375
1,1.466,0,10,2.375
1,2.039,0,10,2.375
1,1.4509999999999998,0,10,2.375
1,1.374,0,10,2.375
1,1.058,0,10,3.0
1,2.095,0,10,3.0
1,1.7480000000000002,0,10,3.0
1,1.284,0,10,3.0
1,1.32,0,10,3.0
1,1.594,0,10,3.0
1,1.0590000000000002,0,10,3.0
1,1.597,0,10,3.0
1,1.3330000000000002,0,10,3.0
1,1.685,0,10,3.0
0,1.241,25,10,-3.0
0,2.6210000000000004,25,10,-3.0
0,1.234,25,10,-3.0
0,0.989,25,10,-3.0
0,0.152,25,10,-3.0
0,1.341,25,10,-3.0
0,0.208,25,10,-3.0
1,0.28300000000000003,25,10,-3.0
0,0.196,25,10,-3.0
0,1.503,25,10,-3.0
1,1.869,25,10,-2.375
1,0.107,25,10,-2.375
0,1.332,25,10,-2.375
0,1.84,25,10,-2.375
0,1.443,25,10,-2.375
0,0.361,25,10,-2.375
1,0.28,25,10,-2.375
1,0.333,25,10,-2.375
1,0.092,25,10,-2.375
1,0.972,25,10,-2.375
0,5.3439999999999985,25,10,-1.75
0,1.932,25,10,-1.75
0,0.194,25,10,-1.75
0,1.41,25,10,-1.75
0,0.299,25,10,-1.75
1,0.156,25,10,-1.75
0,0.321,25,10,-1.75
