yes-answer,time,distance,intensity,difference
0,0.507,0,10,-3.0
0,0.648,0,10,-3.0
0,0.544,0,10,-3.0
0,0.716,0,10,-3.0
0,0.696,0,10,-3.0
0,0.519,0,10,-3.0
0,0.731,0,10,-3.0
0,1.097,0,10,-3.0
0,0.474,0,10,-3.0
0,1.22,0,10,-3.0
0,0.7170000000000001,0,10,-2.375
0,0.7909999999999999,0,10,-2.375
0,0.5589999999999999,0,10,-2.375
0,0.563,0,10,-2.375
0,0.6729999999999999,0,10,-2.375
0,0.584,0,10,-2.375
0,0.468,0,10,-2.375
0,0.461,0,10,-2.375
0,1.526,0,10,-2.375
0,0.597,0,10,-2.375
0,0.6809999999999999,0,10,-1.75
0,0.6409999999999999,0,10,-1.75
0,0.674,0,10,-1.75
0,0.636,0,10,-1.75
0,0.6759999999999999,0,10,-1.75
0,0.764,0,10,-1.75
0,0.539,0,10,-1.75
0,0.515,0,10,-1.75
0,1.097,0,10,-1.75
0,1.023,0,10,-1.75
0,0.5539999999999999,0,10,-1.125
0,0.489,0,10,-1.125
0,0.516,0,10,-1.125
0,0.555,0,10,-1.125
0,1.084,0,10,-1.125
0,0.935,0,10,-1.125
0,0.733,0,10,-1.125
0,0.5720000000000001,0,10,-1.125
0,0.522,0,10,-1.125
0,0.465,0,10,-1.125
0,0.562,0,10,-0.5
0,0.8490000000000001,0,10,-0.5
0,0.494,0,10,-0.5
0,0.515,0,10,-0.5
0,0.638,0,10,-0.5
0,2.103,0,10,-0.5
0,0.792,0,10,-0.5
0,0.611,0,10,-0.5
0,0.733,0,10,-0.5
0,0.5589999999999999,0,10,-0.5
1,1.802,0,10,0.5
1,3.444,0,10,0.5
1,2.4730000000000003,0,10,0.5
1,2.567,0,10,0.5
0,1.383,0,10,0.5
1,1.159,0,10,0.5
1,1.6230000000000002,0,10,0.5
0,2.8360000000000003,0,10,0.5
1,1.689,0,10,0.5
1,1.569,0,10,0.5
1,2.6630000000000003,0,10,1.125
1,2.133,0,10,1.125
1,1.198,0,10,1.125
1,1.48,0,10,1.125
1,1.231,0,10,1.125
0,1.908,0,10,1.125
1,0.917,0,10,1.125
1,1.268,0,10,1.125
1,1.403,0,10,1.125
0,1.416,0,10,1.125
1,1.352,0,10,1.75
1,1.274,0,10,1.75
