yes-answer,time,distance,intensity,difference
0,1.163,0,10,-3.0
0,1.3030000000000002,0,10,-3.0
0,1.37,0,10,-3.0
0,1.096,0,10,-3.0
0,1.6669999999999998,0,10,-3.0
0,1.074,0,10,-3.0
0,1.124,0,10,-3.0
0,1.449,0,10,-3.0
0,1.007,0,10,-3.0
0,1.398,0,10,-3.0
0,1.314,0,10,-2.375
0,1.119,0,10,-2.375
0,0.997,0,10,-2.375
0,1.4269999999999998,0,10,-2.375
0,1.393,0,10,-2.375
0,1.513,0,10,-2.375
0,0.924,0,10,-2.375
0,0.973,0,10,-2.375
0,1.063,0,10,-2.375
0,1.341,0,10,-2.375
0,1.389,0,10,-1.75
0,3.297,0,10,-1.75
0,1.164,0,10,-1.75
0,0.906,0,10,-1.75
0,2.628,0,10,-1.75
0,1.7819999999999998,0,10,-1.75
0,1.672,0,10,-1.75
0,1.17,0,10,-1.75
0,1.568,0,10,-1.75
0,1.103,0,10,-1.75
0,1.433,0,10,-1.125
0,1.1840000000000002,0,10,-1.125
0,1.402,0,10,-1.125
0,2.188,0,10,-1.125
0,1.473,0,10,-1.125
0,3.845,0,10,-1.125
0,1.136,0,10,-1.125
0,1.252,0,10,-1.125
1,1.62,0,10,-1.125
0,1.454,0,10,-1.125
1,5.098,0,10,-0.5
0,118.821,0,10,-0.5
0,1.336,0,10,-0.5
0,1.004,0,10,-0.5
1,2.157,0,10,-0.5
1,1.2819999999999998,0,10,-0.5
0,1.07,0,10,-0.5
0,1.317,0,10,-0.5
0,1.106,0,10,-0.5
0,1.021,0,10,-0.5
1,1.558,0,10,0.5
1,1.211,0,10,0.5
0,1.457,0,10,0.5
0,58.849,0,10,0.5
1,2.379,0,10,0.5
1,1.506,0,10,0.5
1,1.771,0,10,0.5
1,1.2919999999999998,0,10,0.5
1,30.636,0,10,0.5
0,1.896,0,10,0.5
1,1.5530000000000002,0,10,1.125
1,1.594,0,10,1.125
1,1.561,0,10,1.125
0,1.513,0,10,1.125
1,21.438,0,10,1.125
1,1.635,0,10,1.125
1,2.02,0,10,1.125
1,1.461,0,10,1.125
1,5.65,0,10,1.125
1,1.767,0,10,1.125
1,1.633,0,10,1.75
1,1.7080000000000002,0,10,1.75
1,1.616,0,10,1.75
1,1.3159999999999998,0,10,1.75
1,1.308,0,10,1.75
1,1.364,0,10,1.75
1,1.217,0,10,1.75
1,1.477,0,10,1.75
1,1.831,0,10,1.75
1,1.489,0,10,1.75
1,1.7719999999999998,0,10,2.375
1,1.774,0,10,2.375
1,1.113,0,10,2.375
0,2.481,0,10,2.375
1,1.649,0,10,2.375
1,1.4480000000000002,0,10,2.375
1,4.511,0,10,2.375
1,1.226,0,10,2.375
1,1.272,0,10,2.375
1,1.422,0,10,2.375
1,2.952,0,10,3.0
1,1.601,0,10,3.0
1,1.52,0,10,3.0
1,1.425,0,10,3.0
1,1.251,0,10,3.0
1,1.535,0,10,3.0
1,1.209,0,10,3.0
1,1.16,0,10,3.0
1,1.115,0,10,3.0
1,2.391,0,10,3.0
0,95.566,25,10,-3.0
0,1.518,25,10,-3.0
0,1.82,25,10,-3.0
0,1.281,25,10,-3.0
0,1.259,25,10,-3.0
0,1.454,25,10,-3.0
0,1.004,25,10,-3.0
0,1.139,25,10,-3.0
0,1.736,25,10,-3.0
0,1.304,25,10,-3.0
0,1.432,25,10,-2.375
0,1.6869999999999998,25,10,-2.375
0,1.6980000000000002,25,10,-2.375
0,1.14,25,10,-2.375
0,1.56,25,10,-2.375
0,1.499,25,10,-2.375
0,1.235,25,10,-2.375
0,1.067,25,10,-2.375
0,2.565,25,10,-2.375
0,1.819,25,10,-2.375
0,1.011,25,10,-1.75
0,1.6769999999999998,25,10,-1.75
0,1.266,25,10,-1.75
0,1.694,25,10,-1.75
0,1.609,25,10,-1.75
0,1.925,25,10,-1.75
1,1.352,25,10,-1.75
0,2.003,25,10,-1.75
0,1.476,25,10,-1.75
1,1.2990000000000002,25,10,-1.75
0,2.5780000000000003,25,10,-1.125
0,1.898,25,10,-1.125
0,1.153,25,10,-1.125
1,2.211,25,10,-1.125
0,1.648,25,10,-1.125
0,1.98,25,10,-1.125
1,2.7030000000000003,25,10,-1.125
0,1.702,25,10,-1.125
1,2.257,25,10,-1.125
0,1.496,25,10,-1.125
0,1.289,25,10,-0.5
0,3.572,25,10,-0.5
0,1.265,25,10,-0.5
0,1.306,25,10,-0.5
0,1.04,25,10,-0.5
0,2.239,25,10,-0.5
0,2.172,25,10,-0.5
0,1.189,25,10,-0.5
1,1.629,25,10,-0.5
0,1.336,25,10,-0.5
