yes-answer,time,distance,intensity,difference
0,1.347,0,10,-3.0
0,1.157,0,10,-3.0
0,1.483,0,10,-3.0
1,0.931,0,10,-3.0
1,1.053,0,10,-3.0
0,0.858,0,10,-3.0
0,0.818,0,10,-3.0
0,1.429,0,10,-3.0
0,1.571,0,10,-3.0
0,1.205,0,10,-3.0
0,1.453,0,10,-2.375
0,1.713,0,10,-2.375
0,2.08,0,10,-2.375
0,1.372,0,10,-2.375
0,1.446,0,10,-2.375
0,1.329,0,10,-2.375
0,0.965,0,10,-2.375
0,0.8270000000000001,0,10,-2.375
0,1.352,0,10,-2.375
0,1.479,0,10,-2.375
0,1.07,0,10,-1.75
0,1.991,0,10,-1.75
0,1.786,0,10,-1.75
0,1.167,0,10,-1.75
1,1.887,0,10,-1.75
0,1.14,0,10,-1.75
0,1.247,0,10,-1.75
0,1.198,0,10,-1.75
0,1.113,0,10,-1.75
0,1.229,0,10,-1.75
0,1.5730000000000002,0,10,-1.125
0,1.241,0,10,-1.125
0,0.915,0,10,-1.125
0,1.058,0,10,-1.125
0,1.169,0,10,-1.125
0,1.251,0,10,-1.125
0,1.564,0,10,-1.125
0,1.084,0,10,-1.125
0,1.159,0,10,-1.125
0,0.899,0,10,-1.125
0,3.412,0,10,-0.5
0,1.219,0,10,-0.5
1,1.911,0,10,-0.5
0,1.144,0,10,-0.5
1,1.25,0,10,-0.5
1,1.144,0,10,-0.5
0,1.148,0,10,-0.5
0,1.158,0,10,-0.5
0,1.5119999999999998,0,10,-0.5
0,1.51,0,10,-0.5
1,1.226,0,10,0.5
1,1.7,0,10,0.5
0,0.799,0,10,0.5
1,0.052000000000000005,0,10,0.5
1,1.0,0,10,0.5
0,0.227,0,10,0.5
0,1.42,0,10,0.5
1,0.097,0,10,0.5
1,0.119,0,10,0.5
1,0.421,0,10,0.5
0,1.477,0,10,1.125
1,1.686,0,10,1.125
0,0.84,0,10,1.125
1,1.296,0,10,1.125
0,0.359,0,10,1.125
1,0.402,0,10,1.125
0,0.338,0,10,1.125
0,1.862,0,10,1.125
1,1.093,0,10,1.125
1,0.8690000000000001,0,10,1.125
1,1.1740000000000002,0,10,1.75
1,1.319,0,10,1.75
1,1.048,0,10,1.75
1,0.388,0,10,1.75
1,1.148,0,10,1.75
